Wavelength,Excitation,Emission
607,0,9.315404971
608,0,8.973773227
609,0,8.65030932
610,0,8.334582696
611,0,8.024923503
612,0,7.716654211
613,0,7.526087095
614,0,7.301332967
615,0,6.974914552
616,0,6.817970462
617,0,6.630123392
618,0,6.546566574
619,0,6.352187846
620,0,6.113280179
621,0,6.021594493
622,0,5.788967452
623,0,5.580673711
624,0,5.336297348
625,0,5.280634242
626,0,5.199221
627,0,5.141474106
628,0,4.946370705
629,0,4.9407008
630,0,4.841321679
631,0,4.785883829
632,0,4.646345943
633,0,4.476164001
634,0,4.353191221
635,0,4.28930085
636,0,4.100359037
637,0,4.037786607
638,0,3.978169765
639,0,3.879621367
640,0,3.674180717
641,0,3.535708421
642,0,3.443789416
643,0,3.298414527
644,0,3.230642315
645,0,3.135027148
646,0,3.028426349
647,0,3.002490524
648,0,2.940996164
649,0,2.842888389
650,0,2.835786394
651,0,2.78966468
652,0,2.733649382
653,0,2.627683364
654,0,2.570526775
655,0,2.55425474
656,0,2.559435187
657,0,2.524860394
658,0,2.483078237
659,0,2.354961173
660,0,2.330013981
661,0,2.333316295
662,0,2.280024605
663,0,2.257994892
664,0,2.286860406
665,0,2.175701996
666,0,2.206645669
667,0,2.149688503
668,0,2.099980304
669,0,2.03080757
670,0,1.976717179
671,0,2.008900929
672,0,1.962237728
673,0,1.956929482
674,0,1.949134599
675,0,1.968429853
676,0,1.913803447
677,0,1.881879696
678,0,1.868443854
679,0,1.787939851
680,0,1.805631364
681,0,1.761067344
682,0,1.733639534
683,0,1.73090394
684,0,1.677427807
685,0,1.630850933
686,0,1.670243242
687,0,1.692746339
688,0,1.71940121
689,0,1.715122555
690,0,1.614375261
691,0,1.555813469
692,0,1.644744657
693,0,1.576283337
694,0,1.514671535
695,0,1.550541513
696,0,1.55723887
697,0,1.503162056
698,0,1.457448261
699,0,1.41937506
700,0,1.445172917
701,0,0
702,0,0
703,0,0
704,0,0
705,0,0
706,0,0
707,0,0
708,0,0
709,0,0
710,0,0
711,0,0
712,0,0
713,0,0
714,0,0
715,0,0
716,0,0
717,0,0
718,0,0
719,0,0
720,0,0
721,0,0
722,0,0
723,0,0
724,0,0
725,0,0
726,0,0
727,0,0
728,0,0
729,0,0
730,0,0
731,0,0
732,0,0
733,0,0
734,0,0
735,0,0
736,0,0
737,0,0
738,0,0
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,0,0
752,0,0
753,0,0
754,0,0
755,0,0
756,0,0
757,0,0
758,0,0
759,0,0
760,0,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,0,0
832,0,0
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
