Wavelength,Excitation,Emission
608,0.632085883,70.69865489
609,0,69.55430636
610,0,68.50030114
611,0,68.46014856
612,0,67.47641036
613,0,66.44248143
614,0,65.35836177
615,0,64.33447099
616,0,63.2202369
617,0,62.11604096
618,0,61.98554507
619,0,60.40955631
620,0,59.21501706
621,0,58.241317
622,0,57.31780767
623,0,56.4545272
624,0,55.17968279
625,0,54.03533427
626,0,52.64003212
627,0,51.72656093
628,0,51.26480626
629,0,49.76912267
630,0,48.78538446
631,0,48.06263802
632,0,47.15920498
633,0,46.28588637
634,0,46.18550492
635,0,44.10760891
636,0,43.08371813
637,0,41.96948404
638,0,41.01586027
639,0,39.98193134
640,0,38.8576591
641,0,37.57277655
642,0,36.51877133
643,0,35.58522385
644,0,34.52118049
645,0,33.54748043
646,0,32.55370408
647,0,31.64023288
648,0,30.7066854
649,0,29.79321421
650,0,28.93997189
651,0,28.1369203
652,0,27.38405943
653,0,26.54085525
654,0,25.82814696
655,0,24.90463762
656,0,24.15177675
657,0,23.38887774
658,0,22.59586428
659,0,21.92330857
660,0,21.25075286
661,0,20.71873118
662,0,19.92571773
663,0,19.59445894
664,0,18.8917888
665,0,18.50030114
666,0,17.92812688
667,0,17.23549488
668,0,16.95442682
669,0,16.32202369
670,0,16.00080305
671,0,15.62939169
672,0,15.04717928
673,0,14.72595864
674,0,14.10359366
675,0,13.89279261
676,0,13.5113431
677,0,13.21019876
678,0,12.86890183
679,0,12.43726159
680,0,12.16623168
681,0,11.77474403
682,0,11.53382855
683,0,11.19253162
684,0,10.90142542
685,0,10.56012849
686,0,10.39951817
687,0,10.17867898
688,0,9.857458342
689,0,9.676771733
690,0,9.345512949
691,0,9.194940775
692,0,8.843605702
693,0,8.693033527
694,0,8.381851034
695,0,8.261393295
696,0,8.13089741
697,0,7.749447902
698,0,7.618952018
699,0,7.418189119
700,0,7.488456133
701,0,0
702,0,0
703,0,0
704,0,0
705,0,0
706,0,0
707,0,0
708,0,0
709,0,0
710,0,0
711,0,0
712,0,0
713,0,0
714,0,0
715,0,0
716,0,0
717,0,0
718,0,0
719,0,0
720,0,0
721,0,0
722,0,0
723,0,0
724,0,0
725,0,0
726,0,0
727,0,0
728,0,0
729,0,0
730,0,0
731,0,0
732,0,0
733,0,0
734,0,0
735,0,0
736,0,0
737,0,0
738,0,0
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,0,0
752,0,0
753,0,0
754,0,0
755,0,0
756,0,0
757,0,0
758,0,0
759,0,0
760,0,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,0,0
832,0,0
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
